channel_id,channel_title,niche,description,country,published_at,subscriber_count,total_views,video_count,uploads_playlist_id,data_source,has_ad_keywords,has_affiliate_signals,has_marketplace_links,has_brand_store_links,has_instagram,has_telegram,has_tiktok,has_vk,has_twitter_x,has_facebook,has_discord,has_external_links,external_links_count,ecosystem_detected,matched_ad_keywords,matched_store_domains,channel_external_links,proportion_videos_with_ad_signals,proportion_videos_with_external_links,parser_data_source
UCDzGdB9TTgFm8jRXn1tBdoA,Ulbi TV,Tech devices and computer peripherals,"Привет друзья!) Меня зовут Ульби Тимур. Я fullstack разработчик)
На моем канале будут размещаться видео уроки посвященные программированию, здесь вы найдете много полезного по разным темам, javascript, backend, frontend, базы данных, алгоритмы и многое другое!)

Мой курс ""Продвинутый frontend. В Production на React"" - https://ulbitv.ru/frontend
Поиск работы в IT (Вакансии) - https://t.me/vacancy_it_ulbitv

Telegram канал для общения - https://t.me/ulbi_tv

Поддержать меня и мой канал вы можете по ссылкам ниже.

Пошаговые роадмапы, подготовка к собеседованиям, тренажеры, менторы - https://itbooster.ru
Стать частью сообщества ""Технари"" - https://boosty.to/ulbitv

Qiwi кошелек - http://qiwi.com/n/BODYE821​
Яндекс деньги - https://yoomoney.ru/to/4100116193037469

 e63e2816-0dd6-426c-9024-76aefa3417d3

№ 4826885545
",RU,2020-07-06T10:02:31.56891Z,330000,34345719,181,UUDzGdB9TTgFm8jRXn1tBdoA,YouTube Data API v3,True,False,False,False,False,True,False,False,False,False,False,True,303,True,реклама|промокод|скидка|акция|ad,,https://ulbitv.ru/frontend|https://t.me/vacancy_it_ulbitv|https://t.me/ulbi_tv|https://itbooster.ru|https://boosty.to/ulbitv|http://qiwi.com/n/BODYE821​|https://yoomoney.ru/to/4100116193037469,0.32,0.98,API text analysis
UC2Ev-rDSHBov0ZMChesLfrg,ITDoctor,Tech devices and computer peripherals,"Меня зовут Исмаил Усеинов. В 2017 году основал обучающий YouTube канал ITDoctor. Делюсь своими знаниями в области программирования и создания сайтов. Сформировал свою собственную методику обучения, которая позволяет ученикам максимально эффективно осваивать изучаемый материал.

Обучаю языкам HTML, CSS, JavaScript, PHP, работе с препроцессорами, сборщиками и системой контроля версий Git, а также многому другому из мира веб-технологий. Уже более десяти тысяч моих учеников научились создавать сайты самостоятельно и зарабатывать на этом деньги.

Всегда есть выбор учиться бесплатно или нет!
",RU,2017-09-01T15:26:41Z,74300,10062434,1179,UU2Ev-rDSHBov0ZMChesLfrg,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,480,True,ad,,,0.06,1.0,API text analysis
UCp4sZ7GWDNNa3V4I8AGp6eg,Przemysław Sujka,Tech devices and computer peripherals,,,2010-09-23T20:55:16Z,82,14148,47,UUp4sZ7GWDNNa3V4I8AGp6eg,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,False,0,True,ad,,,0.2917,0.0,API text analysis
UCryRkPgrsHLb6Zu5iz3kcoQ,SimpleCode,Tech devices and computer peripherals,"im a realist, ill tell you that.
i look at someitng and i see it how it is.
oh, by the way... im a little bit insaine.",,2007-04-22T05:59:38Z,2,0,0,UUryRkPgrsHLb6Zu5iz3kcoQ,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,False,0,False,,,,0.0,0.0,API text analysis
UCon-8z64xj0P6QnWfarln9w,Web Developer Blog,Tech devices and computer peripherals,Dies ist der offizielle YouTube Kanal von http://web-developer-blog.com,,2014-01-14T14:51:27Z,1,0,0,UUon-8z64xj0P6QnWfarln9w,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,True,1,False,,,http://web-developer-blog.com,0.0,0.0,API text analysis
UCodIRuNfsp09zPs1bFxNSRw,PurpleSchool | Anton Larichev,Tech devices and computer peripherals,"Канал о разработке и обучающие видео по JavaScript, TypeScript, Node.js, React, Angular, NestJS, Next.js, Docker, Linux, Kubernetes и многим другим технологиям.

Основатель школы PurpleSchool и ex-CTO. Занимаюсь разработкой уже более 13 лет и имею большой опыт: JavaScript, TypeScript, Php, Go, C#, Swift и Python. Активно внедряю гибкие методологии разработки в компании и внутренние обучения для команд.

Мои курсы: https://purpleschool.ru
Мой Telegram канал:  https://t.me/purple_code_channel
Группа в VK: https://vk.com/purpleschool_ru
eb8f8294-9edb-486e-ac9f-b2b4f9c5448e

Включена Роскомнадзором в перечень персональных страниц: https://knd.gov.ru/license?id=676528d896de59064d1889ba&registryType=bloggersPermission
",RU,2022-05-04T13:10:18.378638Z,58300,14493481,1229,UUodIRuNfsp09zPs1bFxNSRw,YouTube Data API v3,True,False,False,False,False,True,False,True,False,False,False,True,42,True,ad,,https://purpleschool.ru|https://t.me/purple_code_channel|https://vk.com/purpleschool_ru|https://knd.gov.ru/license?id=676528d896de59064d1889ba&registryType=bloggersPermission,0.08,0.08,API text analysis
UClLNWcchK26Ch5JjQpeQcXQ,CJ Wilson,Tech devices and computer peripherals,A collection of music and activities for all to enjoy.,,2007-09-14T07:17:16Z,12,10144,13,UUlLNWcchK26Ch5JjQpeQcXQ,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,False,0,True,ad,,,0.2308,0.0,API text analysis
UCKfqzDKWquNHrAVKKXilxIA,パソコン博士,Tech devices and computer peripherals,"業務でメカ設計や電気設計や電子回路設計、PLCやパソコンやマイコンのプログラミングをしています。
その知識を使い農機具等を電子工作的に修理したり新規に制作したりしています。
ただ、業務と違いかなり適当にざっくりですがよろしかったら見てみてください。


",JP,2009-03-07T08:29:14Z,2570,1966797,612,UUKfqzDKWquNHrAVKKXilxIA,YouTube Data API v3,False,True,True,True,False,False,False,False,False,False,False,True,161,True,,amzn.to,,0.0,0.44,API text analysis
UCCzCmIjt1ZXmF8B8kOcMsug,hardwareman,Tech devices and computer peripherals,,,2006-03-17T19:44:02Z,0,0,0,UUCzCmIjt1ZXmF8B8kOcMsug,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,False,0,False,,,,0.0,0.0,API text analysis
UC2D9iDnY_ZD7sozyhN-Bq4A,Remonter,Tech devices and computer peripherals,"Приветствую, дорогой друг! Это канал по ремонту техники и электроники!
Связь со мной поддерживается через донаты https://taplink.cc/remonter_donate
Последние новости о жизни канала можно найти в Телеграм канале.
https://gosuslugi.ru/snet/67d33e4810771d5d0224acaa

bcfa0606-decc-4b7e-b587-687c431a22a0
",RU,2010-03-28T17:56:36Z,1070000,361320906,1152,UU2D9iDnY_ZD7sozyhN-Bq4A,YouTube Data API v3,True,True,True,True,False,False,False,False,False,False,False,True,573,True,реклама|промокод|ad,aliexpress.com|aliexpress.ru|dns-shop.ru|ozon.ru|wildberries.ru,https://taplink.cc/remonter_donate|https://gosuslugi.ru/snet/67d33e4810771d5d0224acaa,0.22,1.0,API text analysis
UCgkuz5RKVcFa6EhY_d6zH_w,Denise Baumgärtner,Tech devices and computer peripherals,,,2009-01-06T17:20:07Z,16,38126,2,UUgkuz5RKVcFa6EhY_d6zH_w,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,False,0,True,ad,,,0.5,0.0,API text analysis
UC2DGCxgumWbZ-_XG3viK6_w,Georgy Lapin,Tech devices and computer peripherals,здесь становятся лучше ,RU,2011-09-29T14:22:52Z,52,0,0,UU2DGCxgumWbZ-_XG3viK6_w,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,False,0,False,,,,0.0,0.0,API text analysis
UCSpU8Y1aoqBSAwh8DBpiM9A,Keddr.com,Tech devices and computer peripherals,Робимо для вас техно-годноту з 2010 року!,UA,2010-10-23T12:09:47Z,623000,220777177,4100,UUSpU8Y1aoqBSAwh8DBpiM9A,YouTube Data API v3,True,True,True,True,False,False,False,False,False,False,False,True,358,True,реклама|промокод|ad,aliexpress.com,,0.18,0.6,API text analysis
UC7hhJzOlrPOdM2jmrmD59XA,Gadget Page,Tech devices and computer peripherals,"Gadget Page - то самое место, где ты можешь узнать всё о технических новинках мира сего.

С нас - обзоры самых интересных современных гаджетов, реальные тесты и только проверенная информация.

С тебя - лёгкий фидбек в благодарность за проделанную работу, если наши видео были полезны!
И главное: если ты знаком с работой какого-либо гаджета и тебе есть, что сказать по теме - не молчи - оставь полезный комментарий под соответствующим видео - дополни наш контент своим опытом или просто поделись мнением.

По вопросам сотрудничества пишите:
youtube@gadgetpage.ru

On cooperation write:
youtube@gadgetpage.ru

关于合作，请联系:
youtube@gadgetpage.ru

",FR,2016-05-17T14:06:46Z,115000,35474137,666,UU7hhJzOlrPOdM2jmrmD59XA,YouTube Data API v3,True,True,True,True,False,False,False,False,False,False,False,True,374,True,реклама|промокод|скидка|купон|ad,aliexpress.com|aliexpress.ru|amazon.co|amazon.com|ozon.ru|wildberries.ru,,0.96,0.96,API text analysis
UClCbO3neTcdKU6ziiAj1WHg,Hank Hank,Tech devices and computer peripherals,,,2024-01-30T02:48:48.225829Z,0,0,0,UUlCbO3neTcdKU6ziiAj1WHg,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,False,0,False,,,,0.0,0.0,API text analysis
UCBHteYIfswYlANtOCVneahQ,Алишер,Tech devices and computer peripherals,"Расскажу лайфхак для твоего телефона. Подпишись, чтобы дружить с техникой.
",,2026-01-28T11:04:24.373907Z,25,21419,40,UUBHteYIfswYlANtOCVneahQ,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,False,0,False,,,,0.0,0.0,API text analysis
UCTkylRgSJnserbqZXJAah0A,TechnoVin,Tech devices and computer peripherals,"Useful information for all
Free Software download
Tutorials
Helpful Tips
Breaking New 
Trending and Viral Videos
and gaming
Thank You.",PH,2017-08-18T03:46:17Z,1790,977200,157,UUTkylRgSJnserbqZXJAah0A,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,2,True,ad,,,0.1,0.04,API text analysis
UCHFNDph3zTYh8-hwofOVXsg,stupidmadworld,Tech devices and computer peripherals,"Техноблог stupidmadworld. Рассказываю о хорошей технике.
",KZ,2013-10-21T17:45:15Z,846000,221359911,1454,UUHFNDph3zTYh8-hwofOVXsg,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,314,True,реклама|промокод|купон|ad,,,0.76,0.78,API text analysis
UCe_vXdMrHHseZ_esYUskSBw,CrazyRussianHacker,Tech devices and computer peripherals,"Fan Mail or if you want me review your product on my channels: Crazy Russian Hacker P.O. Box 49 Waynesville, NC 28786",US,2012-05-18T19:29:15Z,12000000,3795910170,2954,UUe_vXdMrHHseZ_esYUskSBw,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,2,True,ad,,,0.5,0.04,API text analysis
UCU_yU4xGT9hrVFo6euH8LLw,SlivkiShow,Tech devices and computer peripherals,"SlivkiShow is a place where crazy ideas turn into real experiments.
We test the unbelievable, break things (sometimes on purpose), and turn ordinary objects into something unexpected.
Fast, bold, and addictive — curiosity starts here.
For business inquiries - slivkivideos@gmail.com
",IT,2012-12-11T08:59:55Z,21300000,5290373546,517,UUU_yU4xGT9hrVFo6euH8LLw,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,221,True,сотрудничество|промокод|ad,,,1.0,0.92,API text analysis
UCSF6ewY9LS8GnbphwvnZpUg,Mamix,Tech devices and computer peripherals,"Реклама/Сотрудничество:
mamix.biz@yandex.com
TG: @mamix_manager


Мой канал RuTube - https://rutube.ru/channel/70619219/
Мой канал Дзен - https://dzen.ru/itsmamix




Регистрация в РКН: https://gosuslugi.ru/snet/67bf0685d501cf3b2cea804b",US,2017-02-01T07:21:15Z,15600000,2951875403,482,UUSF6ewY9LS8GnbphwvnZpUg,YouTube Data API v3,True,False,True,True,False,False,False,False,False,False,False,True,204,True,сотрудничество|реклама|промокод,ozon.ru,https://rutube.ru/channel/70619219/|https://dzen.ru/itsmamix|https://gosuslugi.ru/snet/67bf0685d501cf3b2cea804b,0.04,0.98,API text analysis
UCngAnt_PUTqpTIXPEdYI60w,technoblog,Tech devices and computer peripherals,,,2006-10-22T13:54:00Z,1,5835,5,UUngAnt_PUTqpTIXPEdYI60w,YouTube Data API v3,False,False,False,False,False,False,False,False,False,False,False,False,0,False,,,,0.0,0.0,API text analysis
UCP9YdJxNsGGXoLCk8ovnlzQ,AD,Tech devices and computer peripherals,قناة تهتم بكل ما هو جديد وحصري في عالم الانظمة الذكية و التكنولوجيا المتقدمة و شروحات خاصة بتطبيقات الموبايل smart life,KW,2017-12-03T07:47:13Z,1410,197359,29,UUP9YdJxNsGGXoLCk8ovnlzQ,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,3,True,ad,,,0.0345,0.1034,API text analysis
UCA-JK7chBxEsGHQs3m6UK5A,Device Lab,Tech devices and computer peripherals,"On my channel, you can always watch reviews and news about computers. I stay awake 24 hours to keep you informed about everything. Thank you for your support!

In the description under the video, you can find links to the products I recommend. As an Amazon Associate I earn from qualifying purchases.
",US,2018-12-15T14:00:22Z,20900,15581160,2043,UUA-JK7chBxEsGHQs3m6UK5A,YouTube Data API v3,True,False,False,False,False,False,False,False,False,False,False,True,151,True,ad,,,0.22,0.78,API text analysis
