channel_id,video_id,video_url,title,published_at,duration,duration_seconds,tags,description,view_count,like_count,comment_count,has_ad_keywords,matched_ad_keywords,has_external_links,external_links_count,external_links,is_short
UCt7sv-NKh44rHAEb-qCCxvA,wAejY0_4-40,https://www.youtube.com/watch?v=wAejY0_4-40,Защитные стекла для iPhone от Wylsacom - царский движ!,2026-03-10 16:46:55+00:00,21m 1s,1261,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']","Лучшие стекла для iPhone ""Царские стекла"" https://tsar.wylsa.com/?utm_source=youtube&utm_medium=integration&utm_campaign=tsar_steklo&utm_content=wylsacom  Розыгрыш iPhone 17 Pro Max https://t.me/tsar_wylsacom/3  Телеграм Wylsacom - https://t.me/Wylsared Канал ВК Видео: https://vkvideo.ru/@wylsacom Наш YouTube канал:    / wylsacom   Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com Группа VK - https://vk.com/wylsacom  Ролик содержит рекламную интеграцию! Реклама. ООО Царские аксессуары ИНН 9710138338 erid: 2SDnjeVWUNM",201930,6118,991,True,['реклама'],True,8,"['https://tsar.wylsa.com/?utm_source=youtube&utm_medium=integration&utm_campaign=tsar_steklo&utm_content=wylsacom', 'https://t.me/tsar_wylsacom/3', 'https://t.me/Wylsared', 'https://vkvideo.ru/@wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com', 'https://vk.com/wylsacom']",False
UCt7sv-NKh44rHAEb-qCCxvA,k9UcMthMIDw,https://www.youtube.com/watch?v=k9UcMthMIDw,iPhone подорожал на 30% из-за Ирана. Дубай закрыт. Что дальше?,2026-03-06 17:06:39+00:00,12m 40s,760,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']","Лучший магазин гаджетов: https://biggeek.ru  Лучшие MagSafe-кошельки WYSION https://wysionbrand.com   Телеграм Wylsacom - https://t.me/Wylsared Канал ВК Видео: https://vkvideo.ru/@wylsacom Наш YouTube канал: https://youtube.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com Группа VK - https://vk.com/wylsacom  Ролик содержит рекламную интеграцию! Реклама. ООО ""БИГГИК"" erid: 2SDnjcpe3UD Реклама. Wysionbrand.com erid: 2SDnjdnyufF",228345,4836,816,True,['реклама'],True,9,"['https://biggeek.ru', 'https://wysionbrand.com', 'https://t.me/Wylsared', 'https://vkvideo.ru/@wylsacom', 'https://youtube.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com', 'https://vk.com/wylsacom']",False
UCt7sv-NKh44rHAEb-qCCxvA,FnAhN4iWHBM,https://www.youtube.com/watch?v=FnAhN4iWHBM,ЭТО 26 ЛАЙФХАКОВ iOS 26 И ТВОЕГО iPHONE,2026-03-05 19:10:04+00:00,20m 51s,1251,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']","Покупайте в Технопарк: Робот - https://clck.ru/3SECcQ Телескоп -  https://clck.ru/3SEDNm Наушники - https://clck.ru/3SEDY3 Оччки - https://clck.ru/3SEJpY  Телеграм Wylsacom - https://t.me/Wylsared Канал ВК Видео: https://vkvideo.ru/@wylsacom Наш YouTube канал: https://youtube.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com Группа VK - https://vk.com/wylsacom  Ролик содержит рекламную интеграцию! Реклама. ООО ""ТЕХНОПАРК-ЦЕНТР». ИНН 7715631511 Erid: 2RanyngTnM8",237834,6461,519,True,['реклама'],True,11,"['https://clck.ru/3SECcQ', 'https://clck.ru/3SEDNm', 'https://clck.ru/3SEDY3', 'https://clck.ru/3SEJpY', 'https://t.me/Wylsared', 'https://vkvideo.ru/@wylsacom', 'https://youtube.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com', 'https://vk.com/wylsacom']",False
UCt7sv-NKh44rHAEb-qCCxvA,yAIotS11C5A,https://www.youtube.com/watch?v=yAIotS11C5A,Танк 300 и управление Алисой!,2026-03-05 05:00:58+00:00,51s,51,[],,68736,566,26,False,[],False,0,[],True
UCt7sv-NKh44rHAEb-qCCxvA,DrIjpEG0GlQ,https://www.youtube.com/watch?v=DrIjpEG0GlQ,Galaxy S26 Ultra — какой позор?!,2026-03-05 05:00:19+00:00,59s,59,[],,75772,1127,145,False,[],False,0,[],True
UCt7sv-NKh44rHAEb-qCCxvA,BSxYB7DTTiQ,https://www.youtube.com/watch?v=BSxYB7DTTiQ,ВСЯ ПРАВДА О MACBOOK NEO и iPHONE 17e,2026-03-04 18:11:37+00:00,21m 26s,1286,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']","По промокоду WYLSA20 - скидка 20% на Ozon и на сайте Magssory на все аксессуары.   БЗУ в оранжевом цвете на Ozon: https://goo.su/uCdkRB Сертификаты и аксессуары на сайте: https://clck.ru/3SJi6r  Выиграй мой iPhone 16e на нашем YouTube канале. Правила розыгрыша: 1. Подписаться на канал 2. Поставить лайк 3. Написать осознанный комментарий! Удачи. Итоги в начале марта на нашем канале WylsaStream вместе со всеми другими!  • [00:00] Вступление и краткий анонс весенних новинок от Apple. • [01:06] Обсуждение нового iPhone 17e: дизайн, характеристики, цены и сравнение с предыдущими моделями. • [04:06] Новые фишки базового айфона: появление розового цвета, 256 ГБ памяти в базе и собственный модем Apple. • [04:45] Обзор магнитных зарядок и полезных аксессуаров (спонсорский блок). • [07:15] Неожиданное обновление iPad Air на процессоре M4. • [08:13] Новые мониторы от Apple: обновленный Studio Display и дорогущий Studio Display XDR. • [10:11] Обновление линейки MacBook Air: чипы M5, Wi-Fi 7 и увеличенный объем памяти. • [10:56] Профессиональные MacBook Pro на новых процессорах M5 Pro и M5 Max. • [12:50] Главная новинка — самый доступный ноутбук компании MacBook Neo на мобильном процессоре от iPhone. • [14:10] Внешний вид, новые расцветки корпуса и цветная клавиатура MacBook Neo. • [15:16] Характеристики, порты, автономность и сравнение MacBook Neo с MacBook Air на M2. • [18:20] Официальные цены на MacBook Neo, скидки для студентов и позиционирование ноутбука на рынке. • [19:32] Ожидания от будущей iOS 26.4 и летней презентации WWDC. • [20:29] Анонс собственного бренда аксессуаров и одежды Vision.  Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com  Ролик содержит рекламную интеграцию Реклама. ООО «МЭГССОРИ», erid: 2SDnjc8diFj",749345,20097,10851,True,"['реклама', 'промокод', 'скидка', 'ad']",True,7,"['https://goo.su/uCdkRB', 'https://clck.ru/3SJi6r', 'https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com']",False
UCt7sv-NKh44rHAEb-qCCxvA,WQWy0Lt52Gw,https://www.youtube.com/watch?v=WQWy0Lt52Gw,Новый MacBook Neo для всех! 🤩,2026-03-04 17:36:03+00:00,1m 6s,66,[],,392315,5085,289,False,[],False,0,[],False
UCt7sv-NKh44rHAEb-qCCxvA,tdKJiJ9bG1U,https://www.youtube.com/watch?v=tdKJiJ9bG1U,Не покупай умные очки! Это развод!,2026-03-04 05:00:59+00:00,1m 45s,105,[],,49135,815,26,False,[],False,0,[],False
UCt7sv-NKh44rHAEb-qCCxvA,4pWPZcdvMjs,https://www.youtube.com/watch?v=4pWPZcdvMjs,Сделал себе iPhone 17 Pro Max - эксклюзив как положено!,2026-03-03 17:45:01+00:00,17m 42s,1062,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про', 'сделал', 'самый дорогой', 'caviar', 'custom', 'кастом', 'моддинг', 'черый', 'iPhone 17 Pro Black', 'Black Edition', 'Edition', 'Wylsacom Edition']",Выбирайте тариф любого оператора и подключайтесь к нему в МегаФоне: https://clck.ru/3SGzk9  Выиграй мой iPhone 17 Pro Max на нашем YouTube канале. Правила розыгрыша: 1. Подписаться на канал 2. Поставить лайк 3. Написать осознанный комментарий! Удачи. Итоги в начале марта на нашем канале WylsaStream вместе со всеми другими!  Телеграм Wylsacom - https://t.me/Wylsared Канал ВК Видео: https://vkvideo.ru/@wylsacom Наш YouTube канал: https://youtube.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com Группа VK - https://vk.com/wylsacom  Реклама. ПАО «МегаФон». ИНН 7812014560 erid: 2W5zFGZLiyw,354128,15297,9740,True,['реклама'],True,8,"['https://clck.ru/3SGzk9', 'https://t.me/Wylsared', 'https://vkvideo.ru/@wylsacom', 'https://youtube.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com', 'https://vk.com/wylsacom']",False
UCt7sv-NKh44rHAEb-qCCxvA,ibZEiYDIDCs,https://www.youtube.com/watch?v=ibZEiYDIDCs,iPhone Air - лучший смартфон в 2026 и вот почему!,2026-03-02 18:01:07+00:00,15m 10s,910,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про', 'air', 'лучший', '2026', 'best', 'почему', 'выбрать']","Идеальные весенние скидки Dreame здесь https://clc.to/nW9KrA  Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com  Реклама. Рекламодатель «TERMINATOR TECHNOLOGY  (Suzhou) Co., Ltd.» Reg.number: 91320506MADP6YTB3Y.  Продавец «ООО ""Байон"" ОГРН 1127746552120, место регистрации: 141402, Московская область, город Химки, Ленинградская ул., влд. 39 стр. 6, эт/оф/ком 7/3,11/17.»  Erid:2W5zFHGM9yb",259353,6250,842,True,"['реклама', 'ad']",True,6,"['https://clc.to/nW9KrA', 'https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com']",False
UCt7sv-NKh44rHAEb-qCCxvA,GmqtqC-HOTc,https://www.youtube.com/watch?v=GmqtqC-HOTc,ScamSung S26 Ultra и правда о приватном дисплее…,2026-02-27 15:57:53+00:00,1m 31s,91,[],,110167,1616,118,False,[],False,0,[],False
UCt7sv-NKh44rHAEb-qCCxvA,Glv3K429zEU,https://www.youtube.com/watch?v=Glv3K429zEU,ScamSung S26 Ultra и правда о приватном дисплее…,2026-02-26 18:19:00+00:00,17m 10s,1030,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']",Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com,276355,7446,2295,False,[],True,5,"['https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com']",False
UCt7sv-NKh44rHAEb-qCCxvA,PxHhWbgaOS0,https://www.youtube.com/watch?v=PxHhWbgaOS0,Второй link экран для iPhone,2026-02-26 05:00:23+00:00,1m 35s,95,[],,64323,951,39,False,[],False,0,[],False
UCt7sv-NKh44rHAEb-qCCxvA,-rMcTasDTSU,https://www.youtube.com/watch?v=-rMcTasDTSU,Galaxy S26 Ultra - Private Display это дичь?,2026-02-25 16:08:21+00:00,56s,56,[],,545852,3881,152,False,[],False,0,[],True
UCt7sv-NKh44rHAEb-qCCxvA,dKuy-u1ljhY,https://www.youtube.com/watch?v=dKuy-u1ljhY,Выбираем лучший монитор для Apple. Сравнение Kuycon G32-P и Apple Studio XDR,2026-02-25 16:02:29+00:00,16m 15s,975,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']","Купить монитор Kuycon G32-P можно по ссылке https://kuycon-russia.ru/g32p/. Скидка 3% по промокоду WYLSA действует на все модели на сайте.  Выиграй один из  3 мониторов Kuycon - https://t.me/KuyconOfficial/65  Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com   Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com   Ролик содержит рекламную интеграцию! Реклама. ИП Милославская А. О. ИНН: 860401383030, erid: 2SDnjdMkiX3",261910,3930,340,True,"['реклама', 'промокод', 'скидка']",True,12,"['https://kuycon-russia.ru/g32p/.', 'https://t.me/KuyconOfficial/65', 'https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com', 'https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com']",False
UCt7sv-NKh44rHAEb-qCCxvA,sV4fCKeHRgg,https://www.youtube.com/watch?v=sV4fCKeHRgg,Из Москвы до Питера на одном баке?,2026-02-25 05:01:04+00:00,2m 26s,146,[],,737531,6506,292,False,[],False,0,[],False
UCt7sv-NKh44rHAEb-qCCxvA,eLM87HZckUs,https://www.youtube.com/watch?v=eLM87HZckUs,GALAXY S26 ULTRA - РАСПАКОВАЛ И РАССТРОИЛСЯ,2026-02-24 17:19:50+00:00,27m 43s,1663,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']",Выиграй Galaxy S26 Ultra 12/512 на нашем YouTube канале. Правила розыгрыша: 1. Подписаться на канал 2. Поставить лайк 3. Написать осознанный комментарий! Удачи. Итоги в начале марта на нашем канале WylsaStream вместе со всеми другими!  Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com,1377457,36484,16659,False,[],True,5,"['https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com']",False
UCt7sv-NKh44rHAEb-qCCxvA,Jm391NmumlY,https://www.youtube.com/watch?v=Jm391NmumlY,Лучшие очки для iPhone!,2026-02-24 05:00:19+00:00,58s,58,[],,204651,1874,29,False,[],False,0,[],True
UCt7sv-NKh44rHAEb-qCCxvA,Cuv9UH-siHI,https://www.youtube.com/watch?v=Cuv9UH-siHI,Тест смартфонов в минус –25 °C: iPhone vs. Samsung — кто замёрз?,2026-02-23 17:52:37+00:00,22m 7s,1327,"['iPhone', 'Apple', 'wylsa', 'Wylsacom', 'Айфон', 'Вилса', 'Вилсаком', 'Wilsacom', 'Wylsakom', 'сравнение', 'телефон', 'смарфтон', 'про']",У Даши есть свой Телеграм-канал — https://t.me/buntbooks  Телеграм Wylsacom - https://t.me/Wylsared Группа VK - https://vk.com/wylsacom Канал про автомобили - https://t.me/ai100ru MAX канал - https://max.ru/WylsacomRed Сайт - http://wylsa.com   Ролик не содержит рекламную интеграцию!,185572,5247,734,False,[],True,6,"['https://t.me/buntbooks', 'https://t.me/Wylsared', 'https://vk.com/wylsacom', 'https://t.me/ai100ru', 'https://max.ru/WylsacomRed', 'http://wylsa.com']",False
UCt7sv-NKh44rHAEb-qCCxvA,8NJ5tPkPzfQ,https://www.youtube.com/watch?v=8NJ5tPkPzfQ,Это зеркало за 500 000рублей,2026-02-23 08:00:16+00:00,1m 28s,88,[],,172824,1710,102,False,[],False,0,[],False
UCt7sv-NKh44rHAEb-qCCxvA,IbDO1RT2oRo,https://www.youtube.com/watch?v=IbDO1RT2oRo,Тест смартфонов горячей водой,2026-02-22 08:00:31+00:00,59s,59,[],,750078,7574,116,False,[],False,0,[],True
